type,spots_available,begin_date,municipality_code
VGO,6,07-02-2020,166
VGO,6,05-05-2017,935
VGO,6,14-07-2020,268
KDV,17,19-02-2013,599
VGO,6,01-12-2020,153
VGO,6,12-12-2017,1891
BSO,40,01-01-2010,299
VGO,6,02-06-2020,184
VGO,5,12-08-2020,938
BSO,16,01-12-2019,654
KDV,20,06-11-2020,518
VGO,4,25-08-2010,373
VGO,6,21-08-2019,1681
VGO,4,26-05-2021,114
VGO,4,12-01-2017,1742
BSO,22,27-08-2021,1979
KDV,16,27-10-2014,946
VGO,4,01-04-2018,946
KDV,134,01-01-2010,1942
VGO,6,06-09-2017,957
BSO,80,10-10-2011,14
KDV,48,01-04-2017,1979
KDV,32,07-08-2013,762
VGO,6,21-10-2020,866
BSO,100,01-01-2010,193
KDV,56,03-04-2018,339
VGO,6,05-10-2020,772
BSO,13,17-01-2018,109
GOB,NaN,01-01-2010,1700
KDV,16,28-10-2019,1730
VGO,6,01-08-2020,1883
KDV,16,02-11-2015,400
BSO,30,26-09-2014,1708
VGO,6,19-02-2018,74
KDV,40,12-07-2016,518
VGO,6,22-10-2010,995
VGO,6,24-03-2022,737
VGO,6,25-04-2014,1641
VGO,6,30-10-2014,1507
VGO,6,05-11-2012,171
KDV,42,01-08-2010,193
VGO,6,30-08-2010,861
VGO,6,07-03-2016,1699
VGO,6,30-04-2021,820
VGO,6,05-02-2019,865
VGO,6,18-08-2010,534
KDV,25,01-01-2010,307
BSO,40,26-08-2019,1980
VGO,6,28-03-2013,1735
KDV,16,08-09-2015,80
VGO,6,01-09-2010,1900
BSO,22,18-08-2021,1926
BSO,17,09-08-2018,518
KDV,16,01-03-2016,599
VGO,6,13-07-2020,627
KDV,16,19-10-2020,590
BSO,60,15-12-2015,268
BSO,25,17-12-2020,1699
VGO,6,08-10-2019,755
VGO,6,08-11-2010,1900
VGO,6,25-11-2010,637
VGO,4,07-02-2011,1729
KDV,72,01-01-2010,1783
BSO,44,07-11-2018,209
KDV,16,15-07-2015,851
VGO,6,23-08-2010,303
VGO,4,02-01-2021,200
VGO,6,29-11-2010,1949
KDV,16,01-03-2018,622
VGO,6,26-04-2011,344
VGO,6,20-10-2014,1969
VGO,4,04-05-2012,840
BSO,30,23-06-2010,202
KDV,25,17-12-2021,80
BSO,30,01-01-2010,1680
KDV,16,11-12-2012,297
VGO,6,06-02-2017,1641
KDV,94,01-01-2005,353
KDV,51,02-06-2015,363
KDV,16,17-08-2015,150
VGO,6,23-05-2017,168
VGO,6,13-10-2018,302
BSO,50,01-01-2010,1669
KDV,22,01-01-2010,363
VGO,5,13-08-2020,935
VGO,4,13-09-2010,797
KDV,56,15-07-2013,344
KDV,32,02-01-2010,1581
BSO,29,22-07-2010,907
VGO,6,07-07-2020,867
VGO,6,27-09-2018,301
VGO,6,28-11-2020,109
VGO,2,07-10-2010,1721
GOB,NaN,01-08-2011,1952
KDV,30,20-07-2010,448
VGO,6,10-09-2010,34
KDV,28,01-01-2010,1641
VGO,6,04-05-2010,1709
VGO,6,20-10-2010,394
KDV,48,01-03-2013,677
KDV,42,01-01-2010,796
BSO,110,01-01-2010,402
BSO,45,17-08-2015,109
KDV,66,02-01-2010,1734
KDV,16,14-12-2015,484
VGO,6,08-10-2020,1708
VGO,6,11-04-2018,484
VGO,4,26-10-2021,363
BSO,20,12-08-2013,1731
BSO,42,21-08-2017,327
VGO,6,15-03-2018,743
VGO,6,29-09-2010,150
BSO,36,01-09-2019,599
KDV,16,30-10-2020,484
KDV,36,01-01-2010,1699
VGO,4,21-05-2019,556
VGO,6,25-09-2018,938
VGO,6,10-07-2018,627
GOB,NaN,19-12-2019,840
VGO,6,16-04-2021,397
KDV,32,01-09-2019,1904
VGO,6,19-03-2020,828
KDV,76,01-01-2010,153
VGO,6,17-04-2020,482
BSO,65,14-11-2007,1655
VGO,6,20-08-2018,302
VGO,6,26-09-2019,1904
KDV,70,01-01-2010,518
VGO,6,01-03-2020,889
VGO,6,18-12-2019,1940
VGO,6,14-10-2010,222
KDV,48,11-04-2019,307
KDV,16,08-09-2015,668
KDV,50,01-01-2010,632
BSO,24,27-10-2014,946
KDV,56,01-01-2010,484
KDV,12,19-08-2013,150
VGO,6,11-06-2014,599
VGO,6,03-12-2010,995
KDV,16,04-10-2010,118
VGO,6,23-09-2021,166
VGO,4,21-07-2022,197
BSO,20,03-03-2020,518
VGO,6,31-05-2019,758
BSO,110,26-07-2011,637
BSO,52,01-05-2012,160
KDV,8,16-11-2018,405
VGO,6,12-07-2022,1969
VGO,4,05-11-2020,1883
BSO,46,29-08-2014,243
VGO,6,06-08-2010,420
BSO,22,22-06-2020,80
KDV,16,12-11-2015,90
VGO,3,29-11-2010,1859
KDV,54,01-01-2010,1774
VGO,6,20-06-2019,523
KDV,32,01-01-2010,893
VGO,6,17-09-2018,203
VGO,6,23-08-2010,748
VGO,6,01-01-2016,1911
VGO,6,11-01-2011,1640
VGO,4,30-12-2010,1667
VGO,6,23-09-2021,855
VGO,6,09-05-2019,344
KDV,16,04-01-2021,794
VGO,4,29-09-2021,1586
BSO,33,11-11-2013,252
KDV,40,09-05-2012,995
VGO,3,09-10-2018,202
BSO,24,16-05-2022,384
VGO,6,26-07-2019,855
VGO,6,20-09-2021,268
VGO,6,23-08-2018,228
VGO,6,30-07-2010,160
VGO,6,03-12-2020,222
BSO,93,15-08-2011,327
BSO,38,26-11-2012,599
VGO,6,05-11-2019,703
KDV,88,02-01-2010,772
BSO,22,16-03-2020,677
VGO,6,12-09-2011,307
BSO,8,31-08-2015,654
VGO,5,17-02-2021,34
VGO,4,01-11-2011,994
BSO,33,01-01-2010,307
KDV,16,31-08-2018,301
VGO,6,16-08-2010,106
VGO,6,15-03-2019,392
VGO,6,14-10-2019,327
BSO,30,05-07-2012,1640
VGO,6,17-09-2010,59
KDV,12,01-01-2010,14
BSO,22,29-09-2020,302
VGO,6,16-09-2010,984
VGO,6,15-09-2010,1982
KDV,24,07-11-2017,209
VGO,6,22-01-2021,310
KDV,32,01-01-2014,1708
BSO,20,01-02-2006,228
BSO,80,01-01-2010,392
VGO,6,20-11-2017,228
KDV,21,07-06-2019,263
BSO,20,01-04-2015,1731
VGO,6,31-01-2013,845
BSO,40,01-02-2008,353
KDV,78,01-01-2010,355
VGO,4,27-07-2020,513
VGO,6,20-09-2017,542
VGO,6,01-05-2020,1954
KDV,16,15-01-2014,361
VGO,6,04-02-2015,173
KDV,16,20-04-2017,80
VGO,6,24-08-2020,677
BSO,68,01-06-2012,216
BSO,32,27-10-2011,809
VGO,6,21-06-2022,202
VGO,6,28-03-2013,160
KDV,52,27-07-2012,34
VGO,6,14-10-2010,344
KDV,32,01-09-2014,327
KDV,39,01-01-2010,344
GOB,NaN,01-01-2014,794
KDV,24,02-02-2022,363
KDV,58,01-01-2010,80
VGO,6,15-10-2012,1982
VGO,6,22-07-2010,971
VGO,6,12-07-2010,1598
VGO,6,02-12-2021,377
BSO,131,01-01-2010,772
VGO,5,17-11-2010,203
VGO,6,14-07-2021,228
VGO,6,10-11-2010,301
KDV,27,01-01-2010,14
VGO,6,16-03-2022,193
BSO,20,01-04-2018,173
KDV,16,03-12-2014,1911
KDV,60,01-01-2004,268
VGO,6,02-03-2022,450
VGO,6,22-11-2017,1586
BSO,66,15-08-2011,642
VGO,6,25-09-2015,209
VGO,4,17-11-2010,809
VGO,3,23-06-2022,14
KDV,32,01-03-2012,983
VGO,6,21-09-2010,441
VGO,6,01-08-2013,861
VGO,4,13-08-2020,546
VGO,6,06-10-2020,1948
KDV,8,01-01-2010,1676
VGO,6,04-07-2014,718
VGO,6,15-09-2010,1969
KDV,16,04-08-2020,228
VGO,6,25-08-2020,1969
VGO,6,30-06-2010,296
VGO,6,13-12-2016,400
VGO,6,30-09-2010,340
BSO,40,12-01-1994,439
VGO,6,08-01-2021,513
VGO,6,16-09-2010,294
VGO,5,26-04-2021,202
BSO,11,15-04-2013,363
BSO,40,05-11-2014,363
BSO,180,20-03-2019,175
BSO,56,02-06-2009,230
VGO,4,02-09-2015,164
VGO,6,16-11-2020,1942
KDV,16,01-10-2015,289
KDV,16,01-01-2014,479
VGO,5,16-10-2017,1621
KDV,35,30-12-2010,1859
KDV,48,01-08-2006,797
BSO,30,15-05-2017,1904
VGO,6,21-05-2021,405
VGO,6,16-12-2010,313
VGO,6,01-06-2021,1696
VGO,6,01-09-2010,1507
KDV,16,25-07-2017,986
VGO,6,24-02-2017,546
VGO,6,10-07-2018,177
VGO,6,13-10-2010,301
KDV,56,01-01-2005,303
VGO,6,14-07-2022,1900
KDV,28,01-12-2016,556
BSO,88,05-08-2021,1598
KDV,74,01-02-2015,363
BSO,64,13-10-2000,935
VGO,6,20-12-2013,599
BSO,40,16-10-2017,599
VGO,6,08-11-2021,785
VGO,6,28-02-2019,1900
KDV,12,01-01-2015,439
KDV,32,10-07-2012,518
KDV,16,01-09-2017,98
VGO,6,12-05-2015,1930
VGO,6,31-01-2014,1955
BSO,42,28-12-2015,141
VGO,6,04-08-2021,1978
BSO,24,26-08-2019,394
BSO,70,02-08-2012,518
VGO,6,05-08-2019,935
KDV,32,01-03-2016,599
KDV,16,01-01-2009,377
KDV,28,11-05-2022,383
VGO,6,21-09-2012,1949
KDV,80,01-08-2008,34
KDV,16,12-12-2013,352
BSO,44,08-12-2016,866
BSO,52,09-07-2021,34
VGO,6,02-12-2021,90
VGO,4,15-02-2018,1876
BSO,60,29-04-2013,344
KDV,15,11-12-2013,363
VGO,6,01-09-2021,1979
VGO,6,22-02-2012,200
VGO,6,26-10-2021,762
KDV,28,17-08-2015,106
KDV,48,01-01-2014,1701
KDV,16,07-04-2015,1901
KDV,31,01-07-2020,355
VGO,3,27-08-2015,363
VGO,6,18-10-2010,1942
VGO,6,08-11-2010,243
KDV,15,01-11-2018,363
KDV,16,03-09-2012,193
KDV,16,27-07-2017,394
KDV,28,01-01-2017,606
VGO,6,08-05-2020,74
BSO,30,22-05-2007,758
BSO,36,01-01-2010,1581
VGO,6,26-05-2016,90
VGO,6,01-01-2010,166
KDV,14,26-08-2019,160
VGO,6,21-07-2022,377
VGO,6,18-08-2010,1980
VGO,6,19-08-2010,344
VGO,6,01-03-2018,736
KDV,48,01-03-2013,177
VGO,6,01-12-2020,1978
VGO,6,01-02-2018,197
KDV,46,01-01-1998,202
VGO,4,17-06-2014,80
VGO,3,16-10-2010,342
VGO,4,22-02-2011,177
KDV,91,01-01-2010,173
VGO,6,03-10-2016,1982
VGO,6,05-08-2021,1930
VGO,6,15-06-2018,1926
VGO,6,01-10-2010,889
VGO,5,14-03-2022,158
VGO,6,05-10-2010,484
VGO,6,11-01-2016,352
BSO,33,01-12-2010,275
VGO,6,04-10-2010,193
VGO,6,06-10-2020,203
BSO,18,16-07-2020,1970
VGO,6,10-09-2019,90
KDV,45,13-08-2010,222
KDV,16,02-04-2012,14
BSO,58,30-09-2021,222
VGO,4,03-09-2010,632
BSO,33,22-02-2019,1960
VGO,6,18-02-2012,855
VGO,6,22-09-2010,1991
VGO,6,23-08-2010,303
KDV,15,04-09-2017,114
VGO,6,23-11-2010,1621
KDV,16,31-08-2015,809
VGO,6,16-09-2010,798
VGO,6,27-10-2020,200
VGO,6,08-09-2010,796
BSO,38,01-01-2014,1708
VGO,6,09-10-2015,392
KDV,10,21-01-2019,518
VGO,5,01-03-2021,599
KDV,30,01-03-2016,599
VGO,6,22-06-2020,537
VGO,4,04-12-2012,267
BSO,90,15-08-2008,1930
BSO,8,01-10-2018,678
VGO,6,03-01-2017,114
VGO,6,11-11-2010,307
BSO,93,23-01-2014,363
VGO,6,01-11-2010,1903
KDV,16,01-12-2016,331
VGO,6,04-01-2022,193
VGO,6,10-09-2010,755
VGO,6,04-08-2010,160
VGO,6,03-10-2014,984
VGO,6,01-02-2022,392
KDV,55,13-01-2016,1842
BSO,80,01-01-2010,599
VGO,6,06-10-2010,1900
VGO,6,27-08-2019,798
VGO,6,25-09-2014,74
VGO,5,20-10-2010,363
KDV,25,21-02-2020,1699
VGO,5,19-04-2021,200
KDV,32,22-08-2012,518
KDV,16,10-07-2012,518
BSO,70,15-10-2010,296
VGO,6,01-04-2021,80
VGO,6,28-01-2013,184
VGO,6,01-09-2021,503
VGO,6,03-09-2019,1581
KDV,16,05-10-2012,85
VGO,6,01-06-2020,1659
KDV,11,01-01-2010,14
KDV,16,01-01-2010,1695
KDV,16,29-06-2020,1731
KDV,27,09-06-2021,855
BSO,20,24-02-2020,363
BSO,40,30-09-2020,622
KDV,16,02-10-2020,47
VGO,6,07-09-2015,1680
VGO,6,24-11-2014,1926
BSO,66,01-02-2016,687
VGO,6,22-09-2011,160
VGO,4,14-12-2010,1978
VGO,6,19-07-2010,758
VGO,6,31-05-2021,72
VGO,6,06-09-2017,599
VGO,6,28-09-2010,861
VGO,6,15-11-2019,361
VGO,5,11-02-2021,173
KDV,16,12-01-2015,1969
KDV,44,30-08-2010,1640
VGO,6,23-08-2010,1680
VGO,6,01-03-2019,202
KDV,30,01-08-2011,772
KDV,20,01-01-2010,1903
VGO,6,22-01-2015,1667
VGO,6,01-04-2013,531
VGO,4,14-03-2014,203
KDV,24,01-06-2015,1940
KDV,16,27-09-2016,654
VGO,6,16-08-2010,171
BSO,30,01-04-2018,148
VGO,6,04-07-2017,531
BSO,40,01-01-2010,772
BSO,20,16-11-2017,106
VGO,3,11-06-2020,193
VGO,4,23-08-2021,1969
KDV,16,01-04-2020,1901
VGO,5,26-08-2010,637
BSO,40,28-11-2016,610
BSO,100,01-01-2007,268
BSO,48,01-08-2014,118
VGO,6,26-03-2019,1883
VGO,4,21-06-2010,80
BSO,10,30-07-2020,34
BSO,36,28-12-2020,498
KDV,48,01-01-2005,200
KDV,16,02-01-2013,637
KDV,16,01-01-2017,1924
VGO,6,24-08-2010,1641
VGO,6,06-10-2021,1963
VGO,4,22-01-2016,1735
VGO,6,21-06-2017,758
VGO,6,20-02-2020,293
BSO,20,20-07-2016,1701
VGO,6,31-07-2018,114
VGO,6,26-11-2019,197
BSO,22,06-03-2015,599
BSO,51,13-08-2007,1991
KDV,48,01-01-2010,1900
VGO,6,02-04-2019,1960
KDV,16,04-11-2015,74
VGO,4,22-11-2010,1721
BSO,11,13-08-2021,546
VGO,6,19-01-2021,717
VGO,6,27-05-2016,532
KDV,60,08-08-2014,363
VGO,6,16-08-2021,826
BSO,50,14-07-2014,297
KDV,15,04-01-2016,840
BSO,10,01-02-2022,363
VGO,6,23-11-2016,1948
VGO,6,18-11-2010,599
VGO,6,04-11-2013,935
KDV,56,17-07-2017,772
KDV,26,01-01-2010,1680
VGO,6,20-11-2017,1930
VGO,6,15-09-2011,762
BSO,25,05-09-2011,1980
BSO,22,19-08-2019,532
VGO,6,09-07-2021,1859
VGO,6,23-08-2021,717
BSO,80,01-01-2010,546
KDV,12,01-07-2013,1783
VGO,5,17-05-2021,599
VGO,6,02-08-2010,1963
KDV,16,08-07-2014,971
VGO,4,19-01-2021,599
KDV,16,18-08-2014,1859
VGO,6,28-09-2010,1895
BSO,44,01-05-2022,599
KDV,58,01-01-2010,1904
KDV,15,15-10-2014,518
VGO,6,15-08-2012,796
VGO,6,02-07-2010,200
VGO,6,21-07-2014,938
VGO,6,17-07-2019,269
KDV,56,12-07-2012,197
VGO,6,19-08-2021,736
KDV,20,24-04-2013,917
VGO,4,03-12-2010,893
VGO,4,18-10-2010,1711
BSO,60,15-02-2016,824
VGO,6,02-07-2019,268
VGO,6,16-02-2021,453
VGO,6,07-08-2015,189
KDV,23,31-08-2010,779
VGO,6,20-07-2012,80
BSO,88,07-08-2019,202
BSO,46,20-11-2019,34
VGO,6,29-04-2021,1900
VGO,6,16-01-2018,779
VGO,6,01-06-2012,1954
VGO,6,06-01-2022,1942
KDV,57,27-10-2004,1652
BSO,52,15-12-2014,453
VGO,6,21-03-2017,1711
KDV,32,16-12-2020,281
KDV,16,22-06-2015,1621
VGO,6,25-10-2017,518
VGO,6,07-03-2017,361
VGO,6,06-10-2010,715
BSO,46,10-05-2022,1911
KDV,26,01-04-2020,503
BSO,45,19-10-2010,637
BSO,40,01-01-2010,715
BSO,110,28-02-2012,866
BSO,22,01-01-2015,770
VGO,6,01-06-2012,14
BSO,20,01-05-2013,1979
VGO,6,30-06-2022,307
VGO,6,15-07-2020,1783
VGO,6,10-05-2022,216
VGO,6,01-11-2021,1969
KDV,16,01-08-2013,1640
BSO,59,01-01-2010,344
BSO,3,01-01-2010,160
KDV,16,02-03-2020,1709
KDV,14,21-05-2014,637
VGO,6,22-12-2010,518
KDV,82,01-05-2011,498
VGO,6,05-10-2010,352
VGO,6,07-10-2010,957
KDV,16,22-01-2020,518
KDV,48,01-01-2010,98
VGO,6,17-08-2021,14
KDV,64,06-09-2010,189
BSO,34,01-01-2010,995
BSO,20,24-02-2012,34
VGO,4,17-12-2010,1652
BSO,58,28-11-2016,1955
KDV,31,04-06-2014,489
BSO,44,18-08-2008,1991
KDV,60,01-01-2003,1926
KDV,16,12-06-2015,34
BSO,20,18-09-2020,363
VGO,6,11-02-2021,1859
VGO,6,02-09-2019,1773
KDV,62,01-11-2015,47
KDV,14,01-04-2017,703
VGO,6,22-09-2010,758
KDV,16,18-10-2010,1949
KDV,30,02-04-2010,203
VGO,4,14-02-2022,344
KDV,10,30-07-2012,363
BSO,36,01-02-2014,344
VGO,6,18-10-2021,935
VGO,6,18-10-2010,394
VGO,6,22-10-2014,1894
VGO,6,20-02-2018,363
KDV,48,01-01-2010,80
VGO,6,23-05-2022,603
VGO,6,07-07-2020,715
VGO,6,20-11-2012,109
BSO,22,24-12-2021,1982
VGO,6,22-09-2016,1883
VGO,6,14-11-2019,302
VGO,6,06-10-2010,1681
KDV,82,01-01-2010,441
KDV,15,30-01-2018,1655
VGO,6,02-12-2021,402
VGO,5,08-08-2018,226
BSO,26,01-01-2010,397
VGO,6,14-07-2015,1894
VGO,6,26-05-2020,269
KDV,15,01-03-2016,599
BSO,50,01-01-2010,80
VGO,6,23-08-2010,106
VGO,6,20-07-2021,537
KDV,24,01-01-2010,37
KDV,16,07-03-2012,1581
KDV,72,02-01-2010,1961
KDV,16,15-03-2012,1948
BSO,86,16-07-2013,394
VGO,6,31-12-2010,512
BSO,66,13-08-2012,344
KDV,32,01-08-2013,153
VGO,5,11-11-2010,1924
GOB,NaN,09-11-2010,396
BSO,15,01-01-2010,703
KDV,83,01-01-2010,518
BSO,48,25-07-2017,1652
VGO,6,01-03-2018,90
KDV,32,01-07-2005,855
KDV,64,17-08-2011,758
KDV,55,08-09-2011,153
GOB,NaN,01-01-2010,171
BSO,40,03-03-2016,748
VGO,6,01-04-2015,420
KDV,96,14-01-2014,363
KDV,64,01-07-2010,637
KDV,32,01-01-2012,664
KDV,29,01-10-2020,1916
KDV,44,13-08-2010,163
VGO,6,30-01-2020,632
BSO,30,21-10-2019,599
KDV,79,01-08-2008,852
KDV,46,01-06-2012,1978
KDV,16,10-10-2017,285
BSO,40,01-08-2008,505
KDV,6,01-07-2012,1970
VGO,4,01-11-2018,867
BSO,40,01-01-2010,994
VGO,6,16-09-2010,1978
KDV,44,17-11-2011,518
BSO,44,03-09-2010,1916
VGO,6,23-09-2019,1700
VGO,6,10-01-2017,1911
VGO,6,21-09-2012,984
VGO,6,29-09-2010,1731
VGO,6,26-08-2014,202
VGO,6,01-08-2022,344
KDV,15,01-09-2019,321
VGO,6,08-07-2020,995
KDV,40,16-12-2009,553
VGO,6,22-01-2014,1970
BSO,40,15-11-2018,216
VGO,6,14-09-2010,762
KDV,16,01-01-2014,400
BSO,18,19-09-2016,180
VGO,6,22-07-2021,1900
KDV,14,10-12-2015,166
VGO,5,04-11-2010,74
VGO,6,06-07-2010,798
VGO,6,04-07-2022,736
KDV,16,01-09-2015,1895
VGO,6,10-01-2022,1960
VGO,5,09-06-2020,310
KDV,41,25-10-2010,114
KDV,30,01-01-2010,289
VGO,5,01-01-2022,599
VGO,6,02-04-2012,744
VGO,5,09-12-2010,1581
VGO,4,29-09-2021,1931
KDV,14,02-09-2014,397
VGO,6,29-07-2013,209
KDV,11,09-12-2016,1876
KDV,40,01-01-2010,1884
VGO,6,18-11-2014,1621
VGO,3,07-06-2022,599
BSO,66,04-01-2021,828
GOB,NaN,16-09-2015,14
KDV,30,16-12-2013,995
VGO,4,16-12-2011,1700
VGO,4,20-02-2013,599
KDV,16,03-12-2020,14
KDV,16,30-10-2017,86
VGO,6,15-05-2018,262
VGO,2,03-11-2010,228
BSO,10,06-09-2021,654
VGO,6,19-07-2019,1740
VGO,6,11-07-2022,796
BSO,106,01-01-2010,344
BSO,90,01-01-2010,546
BSO,50,13-10-2012,1982
VGO,4,25-04-2022,268
VGO,6,05-10-2010,484
KDV,63,03-01-2013,715
KDV,11,01-01-1999,1948
KDV,24,28-08-2017,770
KDV,78,01-01-2010,867
BSO,23,18-08-2014,153
VGO,6,01-10-2010,268
KDV,93,01-01-2010,344
VGO,6,22-06-2020,772
GOB,NaN,03-01-2012,363
BSO,60,01-01-2010,518
BSO,70,01-01-2010,362
VGO,6,17-11-2010,530
BSO,31,14-11-2011,717
VGO,6,11-02-2011,193
BSO,22,11-12-2020,784
VGO,6,17-05-2022,307
BSO,114,19-08-2022,1621
VGO,6,06-10-2010,687
VGO,6,11-08-2022,984
VGO,6,19-08-2020,845
KDV,12,01-01-2010,363
VGO,3,01-05-2021,363
KDV,66,02-01-2010,1859
VGO,6,17-03-2014,307
VGO,4,13-06-2022,599
BSO,34,17-09-2010,327
VGO,2,20-02-2019,356
VGO,6,06-03-2017,823
VGO,6,12-04-2018,356
BSO,60,01-01-2005,758
VGO,3,02-11-2017,629
VGO,5,01-09-2010,363
VGO,6,07-09-2020,166
VGO,4,03-12-2010,575
BSO,60,01-05-2014,547
VGO,6,22-11-2017,599
VGO,6,26-05-2021,589
VGO,6,01-08-2021,392
BSO,20,25-09-2017,828
VGO,6,12-07-2021,882
BSO,60,16-05-2017,1894
VGO,6,13-09-2012,80
VGO,4,10-12-2010,826
VGO,6,26-03-2014,1734
VGO,6,12-07-2013,80
VGO,6,22-11-2010,1706
VGO,6,12-01-2012,928
VGO,6,03-03-2016,153
BSO,50,01-12-2016,610
KDV,16,29-09-2016,479
VGO,6,20-05-2010,1900
BSO,60,29-07-2011,150
KDV,94,02-10-2004,310
BSO,31,24-08-2015,353
VGO,4,24-06-2021,1930
VGO,6,02-08-2010,610
VGO,6,11-01-2019,715
VGO,6,11-02-2020,34
KDV,16,01-08-2015,1900
BSO,56,14-10-2019,293
VGO,6,21-01-2022,267
VGO,6,01-05-2014,339
KDV,36,01-01-2010,344
VGO,5,03-11-2021,1586
VGO,6,19-11-2013,80
KDV,16,01-09-2012,1680
VGO,6,10-03-2015,1978
KDV,16,28-08-2012,363
KDV,24,20-09-2010,946
KDV,13,05-06-2012,599
KDV,12,26-09-2012,269
KDV,32,11-08-2014,363
VGO,6,17-09-2010,1969
VGO,6,07-12-2010,971
VGO,6,23-07-2015,637
VGO,6,05-11-2019,622
KDV,16,13-09-2018,310
BSO,46,23-09-2019,513
VGO,4,22-11-2010,1948
VGO,4,04-10-2010,1891
KDV,14,01-10-2017,888
VGO,6,10-09-2010,307
VGO,6,25-07-2022,755
VGO,6,07-01-2021,352
BSO,22,25-01-2021,233
VGO,6,15-09-2010,285
BSO,27,01-01-2012,307
VGO,6,12-04-2022,80
VGO,6,01-10-2010,715
KDV,12,01-03-2017,177
VGO,6,07-07-2010,1963
KDV,16,31-01-2011,214
KDV,30,10-04-2015,34
BSO,50,01-01-2010,599
KDV,16,13-12-2021,855
VGO,6,16-12-2010,599
GOB,NaN,12-02-2019,1930
VGO,6,18-11-2015,1969
BSO,50,22-08-2011,1948
VGO,6,13-09-2010,797
GOB,NaN,01-09-2015,74
BSO,44,14-10-2011,1959
VGO,6,16-06-2020,546
VGO,6,12-05-2022,114
VGO,6,22-04-2021,203
VGO,6,27-05-2019,1900
VGO,6,03-12-2017,109
KDV,58,01-01-2010,355
VGO,3,01-03-2021,1883
KDV,36,08-08-2014,392
KDV,16,01-08-2022,1931
VGO,4,02-11-2010,994
VGO,6,22-02-2017,193
VGO,6,01-06-2015,1723
KDV,28,07-09-2015,1960
GOB,NaN,17-04-2011,687
KDV,48,01-01-2010,392
KDV,58,04-05-2007,34
VGO,6,15-06-2016,166
VGO,4,22-11-2010,755
VGO,6,21-09-2010,796
GOB,NaN,01-01-2010,263
GOB,NaN,17-01-2022,1979
BSO,20,30-06-2010,546
KDV,25,01-01-2010,599
VGO,6,18-01-2022,262
KDV,44,16-06-2014,80
BSO,102,01-01-2010,34
VGO,6,16-05-2022,828
KDV,16,01-01-2015,158
KDV,16,01-01-2010,392
VGO,6,23-08-2021,1980
VGO,6,10-06-2010,394
BSO,70,22-08-2016,599
KDV,16,01-01-2020,109
KDV,48,01-02-2013,715
KDV,12,01-01-2010,14
VGO,5,12-06-2015,363
VGO,6,01-02-2019,1961
VGO,6,03-03-2015,222
BSO,24,04-01-2017,267
VGO,6,26-04-2017,193
BSO,60,07-01-2008,200
VGO,6,24-11-2010,303
KDV,16,20-07-2015,225
VGO,6,28-09-2010,1949
BSO,22,13-09-2013,599
KDV,43,01-01-2010,1680
VGO,6,01-10-2020,294
BSO,20,18-07-2016,268
VGO,6,05-10-2010,484
BSO,168,02-01-2010,1894
KDV,48,01-08-2011,437
BSO,40,01-07-2014,375
KDV,174,01-07-2011,796
VGO,6,14-09-2010,1773
VGO,6,16-06-2020,1980
VGO,6,02-12-2021,383
KDV,31,03-01-2013,599
KDV,16,30-10-2012,363
VGO,6,28-07-2014,794
VGO,6,29-12-2010,189
VGO,6,19-04-2012,758
KDV,87,03-10-2011,437
BSO,14,21-07-2016,1731
VGO,6,13-07-2022,796
VGO,6,10-04-2021,847
BSO,61,01-01-2010,907
VGO,6,01-05-2019,296
VGO,6,14-09-2010,762
VGO,6,20-10-2010,1955
BSO,80,01-01-2010,518
VGO,6,25-08-2016,177
KDV,16,08-07-2014,971
VGO,6,22-05-2018,203
KDV,20,01-01-2010,1774
GOB,NaN,01-01-2010,1961
KDV,16,10-10-2016,794
BSO,60,01-01-2010,262
VGO,6,05-04-2018,166
BSO,22,07-06-2018,1959
VGO,6,12-10-2010,531
KDV,16,13-07-2015,1509
KDV,16,28-07-2016,513
KDV,8,02-03-2021,1774
VGO,6,26-07-2010,203
VGO,4,07-04-2022,197
VGO,6,28-02-2019,610
BSO,77,13-10-2020,189
VGO,6,09-04-2020,47
VGO,6,15-01-2019,518
VGO,6,20-08-2018,888
VGO,4,01-07-2022,1729
VGO,6,18-11-2010,1900
KDV,12,22-12-2010,1674
KDV,16,23-08-2010,599
KDV,32,28-04-2021,569
VGO,6,07-02-2017,74
VGO,6,16-12-2019,855
VGO,6,19-03-2019,184
VGO,6,13-10-2015,717
BSO,16,22-08-2022,180
VGO,6,08-02-2022,355
VGO,6,29-01-2019,233
KDV,59,20-03-2013,1783
VGO,6,22-11-2010,599
KDV,16,01-03-2021,363
BSO,30,22-02-2018,153
GOB,NaN,01-01-2010,1945
KDV,36,01-01-2020,150
VGO,5,03-10-2019,375
KDV,32,01-01-2010,80
KDV,26,01-10-2011,1659
VGO,6,17-08-2010,339
VGO,6,17-01-2020,202
VGO,4,01-06-2021,546
VGO,6,24-08-2021,34
VGO,6,14-03-2012,599
BSO,80,01-12-2015,855
KDV,48,08-11-2013,202
BSO,20,07-03-2019,114
VGO,3,05-11-2012,1949
BSO,54,18-03-2013,114
BSO,50,12-09-2019,114
KDV,16,01-04-2017,889
BSO,20,14-08-2017,603
KDV,16,01-03-2012,307
KDV,40,01-01-2010,402
BSO,22,01-08-2014,1700
VGO,6,12-09-2016,1708
VGO,6,01-08-2016,1700
KDV,16,01-12-2015,453
